Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,17750,2023-10-09,-0.017423599,0.0084780089,0.0081839219,21,100
Market-Adjusted Model,17754,2023-10-09,-0.0341432,-0.007662215,-0.00853568,21,100
Market-Adjusted Model,17764,2023-10-09,-0.023020378,0.0026646473,0.0025871428,21,100
Market-Adjusted Model,17765,2023-10-09,-0.006006447,0.0192519244,0.0196010737,21,100
Market-Adjusted Model,17766,2023-10-09,-0.000660802,0.0245698991,0.0249467184,21,100
Market-Adjusted Model,17768,2023-10-09,0.0039636861,0.0291576275,0.0295712065,21,100
Market-Adjusted Model,17771,2023-10-09,0.0027680661,0.0279760391,0.0283755865,21,100
Market-Adjusted Model,17772,2023-10-09,0.0036348985,0.028821839,0.029242419,21,100
Market-Adjusted Model,17773,2023-10-09,0.0049510321,0.0301341362,0.0305585526,21,100
Market-Adjusted Model,17774,2023-10-09,0.0041984986,0.0293814162,0.0298060191,21,100
Market-Adjusted Model,17778,2023-10-09,-0.061724837,-0.037867717,-0.036117317,21,100
Market-Adjusted Model,17779,2023-10-09,-0.030013315,-0.004940606,-0.004405794,21,100
Market-Adjusted Model,17780,2023-10-09,-0.019791212,0.0060145543,0.0058163088,21,100
Market-Adjusted Model,17781,2023-10-09,-0.070422593,-0.074532593,-0.074532593,1,100
Market-Adjusted Model,17782,2023-10-09,-0.01112891,0.0189178335,0.0144786109,21,100
Market-Adjusted Model,17783,2023-10-09,-0.05799676,-0.030688732,-0.032389239,21,100
Market-Adjusted Model,17787,2023-10-09,-0.043137221,-0.015824689,-0.017529701,21,100
Market-Adjusted Model,17794,2023-10-09,0.0177003002,0.0486428569,0.0433078207,21,100
Market-Adjusted Model,17797,2023-10-09,0.0636327168,0.0912953553,0.0892402373,21,100
Market-Adjusted Model,17799,2023-10-09,-0.19081083,-0.166766274,-0.16520331,21,100
Market-Adjusted Model,17800,2023-10-09,0.027225155,0.0539637156,0.0528326755,21,100
Market-Adjusted Model,17801,2023-10-09,0.0759066909,0.104618962,0.1015142114,21,100
Market-Adjusted Model,17803,2023-10-09,-0.019047674,0.0078037177,0.0065598464,21,100
Market-Adjusted Model,17805,2023-10-09,-0.024118791,0.0019964129,0.0014887295,21,100
Market-Adjusted Model,17808,2023-10-09,-0.417910465,-0.477690646,-0.392302944,21,100
Market-Adjusted Model,17809,2023-10-09,-0.116568631,-0.089862095,-0.09096111,21,100
Market-Adjusted Model,17810,2023-10-09,-0.035830587,-0.009909095,-0.010223066,21,100
Market-Adjusted Model,17811,2023-10-09,-0.809523805,-1.284985207,-0.783916284,21,100
Market-Adjusted Model,17812,2023-10-09,-0.180396823,-0.165097296,-0.154789302,21,100
Market-Adjusted Model,17813,2023-10-09,0.0767716377,0.1376475473,0.1023791582,21,100
Market-Adjusted Model,17816,2023-10-09,-0.090277853,-0.044255533,-0.064670333,21,100
Market-Adjusted Model,17817,2023-10-09,-0.083533615,-0.052208516,-0.057926095,21,100
Market-Adjusted Model,17818,2023-10-09,-0.025695976,0.0026101161,-0.000088455,21,100
Market-Adjusted Model,17821,2023-10-09,0.1839622628,0.2325436231,0.2095697832,21,100
Market-Adjusted Model,17825,2023-10-09,-0.275303669,-0.248131376,-0.249696149,21,100
Market-Adjusted Model,17827,2023-10-09,-0.396237677,-0.434103863,-0.370630156,21,100
Market-Adjusted Model,17828,2023-10-09,-0.050124838,-0.025457126,-0.024517318,21,100
Market-Adjusted Model,17830,2023-10-09,0.021654029,0.0482541063,0.0472615494,21,100
Market-Adjusted Model,17832,2023-10-09,0.0439560066,0.0857451512,0.0695635271,21,100
Market-Adjusted Model,17833,2023-10-09,-0.077946741,-0.053617995,-0.052339221,21,100
Market-Adjusted Model,17834,2023-10-09,-0.094820893,-0.072555424,-0.069213373,21,100
Market-Adjusted Model,17836,2023-10-09,-0.069170523,-0.032919162,-0.043563002,21,100
Market-Adjusted Model,17837,2023-10-09,-0.173040502,-0.157023007,-0.147432981,21,100
Market-Adjusted Model,17839,2023-10-09,-0.066849275,-0.041974154,-0.041241754,21,100
Market-Adjusted Model,17843,2023-10-09,-0.062514596,-0.038087745,-0.036907075,21,100
Market-Adjusted Model,17845,2023-10-09,-0.002605821,0.0226266247,0.0230016998,21,100
Market-Adjusted Model,17846,2023-10-09,-0.031776224,-0.006739445,-0.006168704,21,100
Market-Adjusted Model,17847,2023-10-09,-0.004276593,0.0218299233,0.0213309277,21,100
Market-Adjusted Model,17851,2023-10-09,-0.033871024,-0.008845069,-0.008263504,21,100
Market-Adjusted Model,17853,2023-10-09,0.0006896616,0.025909054,0.0262971821,21,100
Market-Adjusted Model,17854,2023-10-09,-0.309141967,-0.331144084,-0.283534447,21,100
Market-Adjusted Model,17864,2023-10-09,-0.058169815,-0.032622706,-0.032562294,21,100
Market-Adjusted Model,17867,2023-10-09,-0.078913343,-0.053461581,-0.053305822,21,100
Market-Adjusted Model,17869,2023-10-09,-0.210420792,-0.18845087,-0.184813272,21,100
Market-Adjusted Model,17870,2023-10-09,0.0811966169,0.116715781,0.1068041374,21,100
Market-Adjusted Model,17871,2023-10-09,0.013157885,0.0412975122,0.0387654055,21,100
Market-Adjusted Model,17875,2023-10-09,-0.021907228,0.008246606,0.0037002925,21,100
Market-Adjusted Model,17876,2023-10-09,-0.120167155,-0.096837208,-0.094559634,21,100
Market-Adjusted Model,17877,2023-10-09,0.0300751517,0.0725686736,0.0556826722,21,100
Market-Adjusted Model,17879,2023-10-09,-0.073133811,-0.028316902,-0.04752629,21,100
Market-Adjusted Model,17880,2023-10-09,0.0681481512,0.1069271074,0.0937556716,21,100
Market-Adjusted Model,17884,2023-10-09,0.1721428323,0.229908773,0.1977503527,21,100
Market-Adjusted Model,17885,2023-10-09,-0.071511517,-0.00611854,-0.045903997,21,100
Market-Adjusted Model,17887,2023-10-09,-0.0844465,-0.057947553,-0.05883898,21,100
Market-Adjusted Model,17889,2023-10-09,-0.196140315,-0.150868155,-0.170532795,21,100
Market-Adjusted Model,17890,2023-10-09,-0.204845829,-0.197516324,-0.179238308,21,100
Market-Adjusted Model,17891,2023-10-09,-0.250883367,-0.251528355,-0.225275846,21,100
Market-Adjusted Model,17892,2023-10-09,-0.094776088,-0.066239065,-0.069168567,21,100
Market-Adjusted Model,17893,2023-10-09,-0.262626215,-0.263414433,-0.237018695,21,100
Market-Adjusted Model,17895,2023-10-09,0.1050532535,0.1420365256,0.1306607739,21,100
Market-Adjusted Model,17898,2023-10-09,-0.190839705,-0.177453913,-0.165232185,21,100
Market-Adjusted Model,17901,2023-10-09,-0.408955204,-0.471717589,-0.383347684,21,86
Market-Adjusted Model,17905,2023-10-09,-0.269461046,-0.275864426,-0.243853526,21,100
Market-Adjusted Model,17906,2023-10-09,-0.06596306,-0.037278537,-0.040355539,21,100
Market-Adjusted Model,17907,2023-10-09,-0.236320025,-0.207807346,-0.210712505,21,100
Market-Adjusted Model,17908,2023-10-09,-0.061111061,-0.009242812,-0.035503541,21,100
Market-Adjusted Model,17912,2023-10-09,-0.194650395,-0.183315681,-0.169042875,21,100
Market-Adjusted Model,17913,2023-10-09,-0.202222252,-0.136553457,-0.176614732,21,100
Market-Adjusted Model,17915,2023-10-09,-0.125326338,-0.106219199,-0.099718818,21,100
Market-Adjusted Model,17919,2023-10-09,-0.078838062,-0.054672945,-0.053230542,21,100
Market-Adjusted Model,17920,2023-10-09,-0.111111174,-0.077035181,-0.085503653,21,100
Market-Adjusted Model,17921,2023-10-09,-0.01993338,0.0052380558,0.0056741408,21,100
Market-Adjusted Model,17922,2023-10-09,0.0023019545,0.0274986007,0.027909475,21,100
Market-Adjusted Model,17923,2023-10-09,-0.019950108,0.0053430741,0.0056574128,21,100
Market-Adjusted Model,17924,2023-10-09,0.0029070051,0.0281452096,0.0285145255,21,100
Market-Adjusted Model,17925,2023-10-09,-0.004617761,0.0207054799,0.0209897596,21,100
Market-Adjusted Model,17926,2023-10-09,-0.019232815,0.0059953753,0.0063747054,21,100
Market-Adjusted Model,17927,2023-10-09,-0.022429677,0.003207836,0.0031778435,21,100
Market-Adjusted Model,17928,2023-10-09,0.0225929658,0.0486860209,0.0482004863,21,100
Market-Adjusted Model,17929,2023-10-09,-0.161076581,-0.146208513,-0.135469061,21,100
Market-Adjusted Model,17931,2023-10-09,-0.038956758,-0.012960523,-0.013349238,21,100
Market-Adjusted Model,17932,2023-10-09,-0.062439427,-0.038280884,-0.036831907,21,100
Market-Adjusted Model,17933,2023-10-09,-0.040528702,-0.0151702,-0.014921182,21,100
Market-Adjusted Model,17934,2023-10-09,-0.064859416,-0.04018844,-0.039251896,21,100
Market-Adjusted Model,17935,2023-10-09,-0.007571914,0.0176549793,0.018035606,21,100
Market-Adjusted Model,17940,2023-10-09,0.0190490675,0.0451284668,0.044656588,21,100
Market-Adjusted Model,17941,2023-10-09,0.0243391854,0.0504135257,0.0499467059,21,100
Market-Adjusted Model,17942,2023-10-09,-0.138779888,-0.120158864,-0.113172368,21,100
Market-Adjusted Model,17944,2023-10-09,-0.07446346,-0.047107177,-0.048855939,21,100
Market-Adjusted Model,17948,2023-10-09,-0.179723541,-0.143980447,-0.15411602,21,100
Market-Adjusted Model,17949,2023-10-09,-0.170965347,-0.142931171,-0.145357827,21,100
Market-Adjusted Model,17951,2023-10-09,-0.16666671,-0.079286277,-0.14105919,21,100
Market-Adjusted Model,17955,2023-10-09,-0.10759499,-0.060981725,-0.081987469,21,100
Market-Adjusted Model,17956,2023-10-09,0.0208589005,0.0544284034,0.046466421,21,100
Market-Adjusted Model,17957,2023-10-09,-0.09140897,-0.06820913,-0.065801449,21,100
Market-Adjusted Model,17959,2023-10-09,-0.019430934,0.0232317236,0.0061765863,21,100
Market-Adjusted Model,17960,2023-10-09,-0.020513568,-0.020210363,-0.020713937,15,100
Market-Adjusted Model,17963,2023-10-09,0.077680527,0.1019580841,0.1032880475,21,100
Market-Adjusted Model,17964,2023-10-09,-0.309636336,-0.310458751,-0.284028816,21,100
Market-Adjusted Model,17966,2023-10-09,-0.18750001,-0.151089607,-0.161892489,21,100
Market-Adjusted Model,17967,2023-10-09,-0.259676325,-0.244960072,-0.234068805,21,100
Market-Adjusted Model,17968,2023-10-09,-0.04150358,-0.008443078,-0.01589606,21,100
Market-Adjusted Model,17970,2023-10-09,-0.27213827,-0.268031639,-0.246530749,21,100
Market-Adjusted Model,17971,2023-10-09,-0.169111938,-0.1355307,-0.143504418,21,100
Market-Adjusted Model,17972,2023-10-09,0.0861044719,0.1126707029,0.1117119924,21,100
Market-Adjusted Model,17974,2023-10-09,-0.186829566,-0.168000173,-0.161222045,21,100
Market-Adjusted Model,17976,2023-10-09,-0.204188481,-0.193886351,-0.178580961,21,100
Market-Adjusted Model,17977,2023-10-09,-0.258333366,-0.259325303,-0.232725846,21,100
Market-Adjusted Model,17978,2023-10-09,-0.028957549,0.0104794212,-0.003350029,21,100
Market-Adjusted Model,17979,2023-10-09,-0.690756308,-1.008559678,-0.665148787,21,100
Market-Adjusted Model,17980,2023-10-09,0.0087719239,0.0461770841,0.0343794443,21,100
Market-Adjusted Model,17982,2023-10-09,-0.040991626,-0.015719393,-0.015384105,21,100
Market-Adjusted Model,17983,2023-10-09,0.0041944622,0.0293767422,0.0298019827,21,100
Market-Adjusted Model,17984,2023-10-09,-0.026311036,0.0045046474,-0.000703516,21,100
Market-Adjusted Model,17985,2023-10-09,-0.045036442,-0.019485868,-0.019428921,21,100
Market-Adjusted Model,17986,2023-10-09,-0.022600405,0.002536989,0.0030071158,21,100
Market-Adjusted Model,17987,2023-10-09,0.0230452829,0.0581735759,0.0486528033,21,100
Market-Adjusted Model,17992,2023-10-09,-0.035110016,-0.009873686,-0.009502496,21,100
Market-Adjusted Model,17993,2023-10-09,-0.024526385,0.0009772271,0.0010811358,21,100
Market-Adjusted Model,17994,2023-10-09,-0.002237124,0.0249083781,0.0233703962,21,100
Market-Adjusted Model,18001,2023-10-09,-0.005305085,0.0199521551,0.0203024357,21,100
Market-Adjusted Model,18005,2023-10-09,-0.044478177,-0.019030473,-0.018870656,21,100
Market-Adjusted Model,18006,2023-10-09,-0.051413224,-0.02694949,-0.025805703,21,100
Market-Adjusted Model,18007,2023-10-09,-0.029324251,-0.001933106,-0.00371673,21,100
Market-Adjusted Model,18011,2023-10-09,-0.138065486,-0.119188862,-0.112457966,21,100
Market-Adjusted Model,18012,2023-10-09,-0.120529847,-0.092713954,-0.094922327,21,100
Market-Adjusted Model,18013,2023-10-09,-0.126968499,-0.096689586,-0.101360979,21,100
Market-Adjusted Model,18015,2023-10-09,-0.019737946,0.0055300661,0.0058695748,21,100
Market-Adjusted Model,18019,2023-10-09,-0.024111049,0.0014010169,0.0014964711,21,100
Market-Adjusted Model,18020,2023-10-09,-0.025288904,0.0002849738,0.0003186169,21,100
Market-Adjusted Model,18021,2023-10-09,-0.017258393,0.0081334988,0.008349127,21,100
Market-Adjusted Model,18022,2023-10-09,-0.012115835,0.0132325422,0.0134916855,21,100
Market-Adjusted Model,18023,2023-10-09,-0.011049567,0.0143043854,0.0145579531,21,100
Market-Adjusted Model,18026,2023-10-09,-0.008855816,0.016403767,0.016751704,21,100
Market-Adjusted Model,18027,2023-10-09,-0.008886189,0.0163992995,0.0167213318,21,100
Market-Adjusted Model,18028,2023-10-09,-0.039081484,-0.013511579,-0.013473964,21,100
Market-Adjusted Model,18029,2023-10-09,-0.046708382,-0.021474178,-0.021100862,21,100
Market-Adjusted Model,18030,2023-10-09,-0.029528415,-0.028180252,-0.027786782,18,100
Market-Adjusted Model,18035,2023-10-09,0.0243710757,0.0504370436,0.0499785962,21,100
Market-Adjusted Model,18036,2023-10-09,0.0869565514,0.1170833921,0.1125640718,21,100
Market-Adjusted Model,18037,2023-10-09,-0.039152452,-0.014352876,-0.013544932,21,100
Market-Adjusted Model,18038,2023-10-09,-0.032529045,-0.007454544,-0.006921525,21,100
Market-Adjusted Model,18039,2023-10-09,-0.03472962,-0.009176103,-0.009122099,21,100
Market-Adjusted Model,18043,2023-10-09,-0.085648175,-0.059981457,-0.060040654,21,100
Market-Adjusted Model,18045,2023-10-09,-0.073317333,-0.049349967,-0.049750558,20,100
Market-Adjusted Model,18046,2023-10-09,0.079229096,0.1066930489,0.1048366165,21,100
Market-Adjusted Model,18047,2023-10-09,-0.275280901,-0.281789956,-0.24967338,21,100
Market-Adjusted Model,18048,2023-10-09,-0.043238291,0.0032689425,-0.01763077,21,100
Market-Adjusted Model,18049,2023-10-09,-0.024886909,0.0076801931,0.0007206119,21,100
Market-Adjusted Model,18051,2023-10-09,-0.32956299,-0.353667334,-0.303955469,21,100
Market-Adjusted Model,18052,2023-10-09,-0.020287925,0.0064007673,0.0053195955,21,100
Market-Adjusted Model,18054,2023-10-09,0.0485893384,0.1056576563,0.0741968589,21,100
Market-Adjusted Model,18056,2023-10-09,-0.368024123,-0.395298259,-0.342416603,21,100
Market-Adjusted Model,18058,2023-10-09,-0.128865976,-0.108937568,-0.103258455,21,100
Market-Adjusted Model,18061,2023-10-09,-0.582256307,-0.573606114,-0.556648787,21,100
Market-Adjusted Model,18062,2023-10-09,-0.19111108,-0.177964936,-0.16550356,21,100
Market-Adjusted Model,18063,2023-10-09,-0.119509712,-0.096453455,-0.093902192,21,100
Market-Adjusted Model,18064,2023-10-09,-0.018657927,0.010329004,0.0069495939,21,100
Market-Adjusted Model,18065,2023-10-09,-0.052700933,-0.025906325,-0.027093413,21,100
Market-Adjusted Model,18066,2023-10-09,-0.019411722,0.006590715,0.0061957982,21,100
Market-Adjusted Model,18068,2023-10-09,-0.046620326,-0.021755972,-0.021012806,21,100
Market-Adjusted Model,18069,2023-10-09,-0.022796135,0.0023816987,0.0028113853,21,100
Market-Adjusted Model,18070,2023-10-09,-0.023989472,0.0012178082,0.0016180484,21,100
Market-Adjusted Model,18072,2023-10-09,-0.047241696,-0.022313166,-0.021634176,21,100
Market-Adjusted Model,18073,2023-10-09,-0.047746688,-0.022371502,-0.022139167,21,100
Market-Adjusted Model,18074,2023-10-09,-0.031688393,-0.006217188,-0.006080873,21,100
Market-Adjusted Model,18075,2023-10-09,-0.086021505,-0.04951531,-0.060413985,21,100
Market-Adjusted Model,18077,2023-10-09,-0.071428566,-0.023094092,-0.045821046,21,100
Market-Adjusted Model,18079,2023-10-09,-0.044661824,-0.019384569,-0.019054303,21,100
Market-Adjusted Model,18080,2023-10-09,-0.010967238,0.0143038193,0.0146402821,21,100
Market-Adjusted Model,18081,2023-10-09,-0.0400633,-0.015233081,-0.01445578,21,100
Market-Adjusted Model,18082,2023-10-09,-0.040649474,-0.015519915,-0.015041953,21,100
Market-Adjusted Model,18086,2023-10-09,0.3467336898,0.3456969283,0.3723412102,21,100
Market-Adjusted Model,18087,2023-10-09,-0.11019925,-0.080811264,-0.08459173,21,100
Market-Adjusted Model,18088,2023-10-09,-0.025066468,-0.000039077,0.0005410527,21,100
Market-Adjusted Model,18089,2023-10-09,-0.208124952,-0.181629199,-0.182517431,21,100
Market-Adjusted Model,18091,2023-10-09,0.0104746906,0.0370336484,0.036082211,21,100
Market-Adjusted Model,18093,2023-10-09,-0.000317749,0.0249343914,0.0252897718,21,100
Market-Adjusted Model,18094,2023-10-09,-0.0472933,-0.022463942,-0.02168578,21,100
Market-Adjusted Model,18095,2023-10-09,-0.023037174,0.0027180902,0.0025703463,21,100
Market-Adjusted Model,18096,2023-10-09,-0.093240059,-0.059144239,-0.067632539,21,100
Market-Adjusted Model,18098,2023-10-09,-0.098837167,-0.06872714,-0.073229646,21,100
Market-Adjusted Model,18099,2023-10-09,0.0080058668,0.0331916926,0.0336133873,21,100
Market-Adjusted Model,18100,2023-10-09,-0.359595042,-0.402862968,-0.333987522,21,100
Market-Adjusted Model,18101,2023-10-09,-0.017696779,0.0075253524,0.0079107412,21,100
Market-Adjusted Model,18102,2023-10-09,-0.493150698,-0.613760657,-0.467543177,21,100
Market-Adjusted Model,18103,2023-10-09,-0.143492807,-0.088994617,-0.117885287,21,100
Market-Adjusted Model,18106,2023-10-09,-0.063379775,-0.037456599,-0.037772255,21,100
Market-Adjusted Model,18108,2023-10-09,0.0347965526,0.0610327694,0.0604040731,21,100
Market-Adjusted Model,18109,2023-10-09,-0.065189803,-0.036360756,-0.039582282,21,100
Market-Adjusted Model,18110,2023-10-09,-0.059140684,-0.03424186,-0.033533164,21,100
Market-Adjusted Model,18111,2023-10-09,-0.03142833,-0.006183967,-0.00582081,21,100
Market-Adjusted Model,18115,2023-10-09,-0.021071178,0.0182854732,0.0045363426,21,100
Market-Adjusted Model,18116,2023-10-09,0.4880000133,0.5314587707,0.5136075338,21,100
Market-Adjusted Model,18122,2023-10-09,-0.024493867,0.0009646352,0.0011136539,21,100
Market-Adjusted Model,18128,2023-10-09,-0.106060579,-0.058561914,-0.080453058,21,100
Market-Adjusted Model,18129,2023-10-09,-0.128198277,-0.101997632,-0.102590757,21,100
Market-Adjusted Model,18131,2023-10-09,0.0417739912,0.0891115513,0.0673815117,21,100
Market-Adjusted Model,18132,2023-10-09,-0.092979746,-0.063568076,-0.067372225,21,100
Market-Adjusted Model,18133,2023-10-09,0.0076629197,0.0428051193,0.0332704401,21,100
Market-Adjusted Model,18134,2023-10-09,-0.057692294,-0.029453488,-0.032084774,21,100
Market-Adjusted Model,18135,2023-10-09,0.0019282399,0.0375493956,0.0275357603,21,100
Market-Adjusted Model,18136,2023-10-09,-0.007038683,0.0241467851,0.0185688379,21,100
Market-Adjusted Model,18137,2023-10-09,-0.238356196,-0.229402558,-0.212748676,21,100
Market-Adjusted Model,18138,2023-10-09,-0.14632773,-0.116244001,-0.12072021,21,100
Market-Adjusted Model,18142,2023-10-09,-0.096996203,-0.07263569,-0.071388683,21,100
Market-Adjusted Model,18143,2023-10-09,-0.020163612,0.0059749357,0.005443908,21,100
Market-Adjusted Model,18144,2023-10-09,-0.066744361,-0.041079839,-0.04113684,21,100
Market-Adjusted Model,18145,2023-10-09,-0.15042196,-0.127231151,-0.12481444,21,100
Market-Adjusted Model,18148,2023-10-09,-0.195959193,-0.181451866,-0.170351673,21,100
Market-Adjusted Model,18149,2023-10-09,-0.16666664,-0.146146715,-0.14105912,21,100
Market-Adjusted Model,18150,2023-10-09,-0.066037748,-0.037681658,-0.040430227,21,100
Market-Adjusted Model,18151,2023-10-09,-0.435627736,-0.525525301,-0.410020215,21,100
Market-Adjusted Model,18153,2023-10-09,-0.027582592,-0.002483346,-0.001975072,21,100
Market-Adjusted Model,18157,2023-10-09,-0.026592147,-0.00103891,-0.000984627,21,100
Market-Adjusted Model,18158,2023-10-09,-0.066725235,-0.041731559,-0.041117714,21,100
Market-Adjusted Model,18159,2023-10-09,-0.036351861,-0.00901532,-0.010744341,21,100
Market-Adjusted Model,18160,2023-10-09,-0.060193284,-0.035397217,-0.034585764,21,100
Market-Adjusted Model,18161,2023-10-09,-0.015885196,0.0094045888,0.0097223241,21,100
Market-Adjusted Model,18163,2023-10-09,-0.01642659,0.0095094917,0.0091809301,21,100
Market-Adjusted Model,18165,2023-10-09,-0.018509124,0.0069604946,0.0070983968,21,100
Market-Adjusted Model,18166,2023-10-09,-0.005662071,0.0197343217,0.0199454492,21,100
Market-Adjusted Model,18167,2023-10-09,-0.002945127,0.0223980934,0.0226623931,21,100
Market-Adjusted Model,18174,2023-10-09,-0.02566751,-0.000514525,-0.00005999,21,100
Market-Adjusted Model,18175,2023-10-09,-0.02106943,0.004012154,0.0045380906,21,100
Market-Adjusted Model,18176,2023-10-09,0.0022771952,0.0274698776,0.0278847156,21,100
Market-Adjusted Model,18178,2023-10-09,-0.055160696,-0.029966658,-0.029553175,21,100
Market-Adjusted Model,18179,2023-10-09,-0.096432657,-0.075116724,-0.070825137,21,100
Market-Adjusted Model,18180,2023-10-09,-0.019021381,0.0073004103,0.0065861394,21,100
Market-Adjusted Model,18181,2023-10-09,-0.050748541,-0.025100746,-0.02514102,21,100
Market-Adjusted Model,18182,2023-10-09,-0.128386162,-0.107792377,-0.102778641,21,100
Market-Adjusted Model,18183,2023-10-09,-0.065641061,-0.040414962,-0.040033541,21,100
Market-Adjusted Model,18184,2023-10-09,-0.058614552,-0.016825996,-0.033007032,21,100
Market-Adjusted Model,18185,2023-10-09,0.0557692348,0.1213395856,0.0813767552,21,100
Market-Adjusted Model,18186,2023-10-09,-0.030398958,-0.004793949,-0.004791438,21,100
Market-Adjusted Model,18187,2023-10-09,-0.007960552,0.0181175748,0.0176469682,21,100
Market-Adjusted Model,18188,2023-10-09,-0.036554713,-0.011223271,-0.010947193,21,100
Market-Adjusted Model,18189,2023-10-09,-0.040812871,-0.016002239,-0.01520535,21,100
Market-Adjusted Model,18190,2023-10-09,-0.038069226,-0.004836959,-0.012461705,21,100
Market-Adjusted Model,18191,2023-10-09,-0.032886293,-0.006820116,-0.007278773,21,100
Market-Adjusted Model,18192,2023-10-09,-0.109715202,-0.077038367,-0.084107682,21,100
Market-Adjusted Model,18195,2023-10-09,-0.260886127,-0.260728262,-0.235278606,21,100
Market-Adjusted Model,18196,2023-10-09,-0.051417576,-0.026254479,-0.025810055,21,100
Market-Adjusted Model,18197,2023-10-09,-0.052977012,-0.004811315,-0.027369491,21,100
Market-Adjusted Model,18203,2023-10-09,-0.200000042,-0.174123479,-0.174392522,21,100
Market-Adjusted Model,18206,2023-10-09,-0.299295747,-0.314495836,-0.273688226,21,100
Market-Adjusted Model,18207,2023-10-09,-0.047976037,-0.015460565,-0.022368517,21,100
Market-Adjusted Model,18208,2023-10-09,1.2926829369,1.1494169278,1.3182904573,21,100
Market-Adjusted Model,18209,2023-10-09,-0.970000005,-1.11195646,-0.94643323,20,100
Market-Adjusted Model,18211,2023-10-09,0.0576923743,0.0945727029,0.0832998948,21,100
Market-Adjusted Model,18212,2023-10-09,-0.182505849,-0.168096223,-0.156898329,21,100
Market-Adjusted Model,18213,2023-10-09,-0.059210539,-0.029426475,-0.033603018,21,100
Market-Adjusted Model,18214,2023-10-09,-0.217305806,-0.201428678,-0.191698286,21,100
Market-Adjusted Model,18215,2023-10-09,-0.220408192,-0.171354343,-0.194800672,21,100
Market-Adjusted Model,18216,2023-10-09,-0.033086919,-0.008024577,-0.007479399,21,100
Market-Adjusted Model,18217,2023-10-09,-0.105714243,-0.053063491,-0.080106723,21,100
Market-Adjusted Model,18218,2023-10-09,-0.035099933,-0.009943549,-0.009492413,21,100
Market-Adjusted Model,18222,2023-10-09,-0.066475277,-0.041801666,-0.040867756,21,100
Market-Adjusted Model,18223,2023-10-09,-0.100609728,-0.059752469,-0.075002208,21,100
Market-Adjusted Model,18224,2023-10-09,-0.073907295,-0.038144874,-0.048299775,21,100
Market-Adjusted Model,18229,2023-10-09,-0.177315712,-0.152496344,-0.151708192,21,100
Market-Adjusted Model,18231,2023-10-09,-0.054178005,-0.029634778,-0.028570484,21,100
Market-Adjusted Model,18234,2023-10-09,-0.005643951,0.0195535288,0.0199635692,21,100
Market-Adjusted Model,18237,2023-10-09,0.0020079825,0.0272007869,0.0276155029,21,100
Market-Adjusted Model,18238,2023-10-09,-0.017333104,0.0086339609,0.0082744161,21,100
Market-Adjusted Model,18239,2023-10-09,-0.003029303,0.0221836466,0.0225782177,21,100
Market-Adjusted Model,18242,2023-10-09,-0.053400405,-0.028509741,-0.027792885,21,100
Market-Adjusted Model,18247,2023-10-09,0.1097560854,0.1552503324,0.1353636059,21,100
Market-Adjusted Model,18248,2023-10-09,-0.121631403,-0.093329779,-0.096023883,21,100
Market-Adjusted Model,18253,2023-10-09,-0.377651469,-0.382601962,-0.352043948,21,100
Market-Adjusted Model,18255,2023-10-09,-0.039325795,0.026396019,-0.013718274,21,100
Market-Adjusted Model,18256,2023-10-09,-0.046576875,-0.020388886,-0.020969355,21,100
Market-Adjusted Model,18257,2023-10-09,-0.165948279,-0.142321667,-0.140340758,21,100
Market-Adjusted Model,18258,2023-10-09,-0.057388845,-0.030119396,-0.031781324,21,100
Market-Adjusted Model,18259,2023-10-09,0.0193005463,0.0456803534,0.0449080668,21,100
Market-Adjusted Model,18261,2023-10-09,-0.209381183,-0.185375936,-0.183773663,21,100
Market-Adjusted Model,18266,2023-10-09,-0.016112023,0.0091081789,0.0094954975,21,100
Market-Adjusted Model,18267,2023-10-09,-0.059100669,-0.033886338,-0.033493149,21,100
Market-Adjusted Model,18272,2023-10-09,-0.044322511,-0.019310873,-0.018714991,21,100
Market-Adjusted Model,18273,2023-10-09,-0.043604297,-0.018574754,-0.017996777,21,100
Market-Adjusted Model,18274,2023-10-09,-0.05543431,-0.03056813,-0.02982679,21,100
Market-Adjusted Model,18275,2023-10-09,-0.015523365,0.0101208849,0.0100841553,21,100
Market-Adjusted Model,18276,2023-10-09,-0.047246564,-0.022164242,-0.021639043,21,100
Market-Adjusted Model,18277,2023-10-09,-0.140177121,-0.122650089,-0.114569601,21,100
Market-Adjusted Model,18280,2023-10-09,-0.038540914,-0.012135438,-0.012933394,21,100
Market-Adjusted Model,18281,2023-10-09,-0.016319675,0.0120887225,0.0092878457,21,100
Market-Adjusted Model,18282,2023-10-09,-0.08758045,-0.064908746,-0.061972929,21,100
Market-Adjusted Model,18285,2023-10-09,-0.057217458,-0.032802281,-0.031609938,21,100
Market-Adjusted Model,18290,2023-10-09,-0.029756874,-0.004670221,-0.004149353,21,100
Market-Adjusted Model,18291,2023-10-09,-0.025490333,-0.000313945,0.0001171878,21,100
Market-Adjusted Model,18292,2023-10-09,3.7873986E-9,0.050665644,0.0256075242,21,100
Market-Adjusted Model,18293,2023-10-09,0.0075604376,0.0327313791,0.0331679581,21,100
Market-Adjusted Model,18297,2023-10-09,-0.036672615,-0.0099857,-0.011065095,21,100
Market-Adjusted Model,18298,2023-10-09,-0.064575926,-0.040188322,-0.038968405,21,100
