Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,21401,2023-10-09,-0.027456652,0.0025476348,-0.001849131,21,100
Market-Adjusted Model,21402,2023-10-09,-0.026645837,-0.001646748,-0.001038316,21,100
Market-Adjusted Model,21403,2023-10-09,-0.049374248,-0.024024027,-0.023766727,21,100
Market-Adjusted Model,21404,2023-10-09,-0.047473121,-0.022017375,-0.0218656,21,100
Market-Adjusted Model,21405,2023-10-09,-0.019308925,0.0063359986,0.0062985955,21,100
Market-Adjusted Model,21406,2023-10-09,-0.044381165,-0.018579489,-0.018773645,21,100
Market-Adjusted Model,21407,2023-10-09,-0.028514811,-0.003357813,-0.002907291,21,100
Market-Adjusted Model,21408,2023-10-09,0.025227501,0.0512724409,0.0508350214,21,100
Market-Adjusted Model,21409,2023-10-09,-0.15301529,-0.136940918,-0.12740777,21,100
Market-Adjusted Model,21410,2023-10-09,-0.07400437,-0.049950358,-0.04839685,21,100
Market-Adjusted Model,21411,2023-10-09,-0.083158614,-0.058453214,-0.057551094,21,100
Market-Adjusted Model,21412,2023-10-09,-0.146528958,-0.1131039,-0.120921438,21,100
Market-Adjusted Model,21413,2023-10-09,0.0096774353,0.036202587,0.0352849557,21,100
Market-Adjusted Model,21414,2023-10-09,-0.015771055,0.0096259913,0.0098364655,21,100
Market-Adjusted Model,21415,2023-10-09,0.0158227221,0.0472601244,0.0414302426,21,100
Market-Adjusted Model,21416,2023-10-09,-0.13665282,-0.079810464,-0.1110453,21,100
Market-Adjusted Model,21417,2023-10-09,-0.0240602,0.0253748553,0.0015473201,21,100
Market-Adjusted Model,21420,2023-10-09,-0.034050088,-0.009063571,-0.008442567,21,100
Market-Adjusted Model,21421,2023-10-09,-0.022214162,0.0034462086,0.003393358,21,100
Market-Adjusted Model,21422,2023-10-09,0.0060252035,0.0313589287,0.0316327239,21,100
Market-Adjusted Model,21423,2023-10-09,-0.016602218,0.0085501198,0.0090053025,21,100
Market-Adjusted Model,21424,2023-10-09,-0.069681243,-0.045978115,-0.044073722,21,100
Market-Adjusted Model,21425,2023-10-09,-0.088682689,-0.065420469,-0.063075168,21,100
Market-Adjusted Model,21429,2023-10-09,-0.076184795,-0.0484761,-0.050577274,21,100
Market-Adjusted Model,21512,2023-10-09,2.0849673079,1.4172637701,2.1105748284,21,100
Market-Adjusted Model,21513,2023-10-09,-0.09095042,-0.025772296,-0.065342899,21,100
Market-Adjusted Model,21516,2023-10-09,-0.06106865,-0.004282957,-0.035461129,21,100
Market-Adjusted Model,21518,2023-10-09,-0.174401197,-0.154215056,-0.148793676,21,100
Market-Adjusted Model,21519,2023-10-09,0.0660377901,0.116559533,0.0916453106,21,100
Market-Adjusted Model,21520,2023-10-09,-0.023255857,0.0485472861,0.0023516638,21,100
Market-Adjusted Model,21525,2023-10-09,-0.047430847,-0.016017924,-0.021823327,21,100
Market-Adjusted Model,21526,2023-10-09,0.1281471878,0.1750164177,0.1537547082,21,100
Market-Adjusted Model,21527,2023-10-09,-0.124313216,-0.081423378,-0.098705696,21,100
Market-Adjusted Model,21528,2023-10-09,0.0785714399,0.1033530815,0.1041789603,21,100
Market-Adjusted Model,21529,2023-10-09,0.0190735483,0.0487947034,0.0446810688,21,100
Market-Adjusted Model,21532,2023-10-09,-0.454789604,-0.510977331,-0.429182083,21,100
Market-Adjusted Model,21533,2023-10-09,-0.019607889,0.0096488728,0.0059996314,21,100
Market-Adjusted Model,21534,2023-10-09,-0.125295493,-0.089287221,-0.099687973,21,100
Market-Adjusted Model,21536,2023-10-09,-0.629399599,-0.817695708,-0.603792079,21,100
Market-Adjusted Model,21538,2023-10-09,-0.28816669,-0.303127472,-0.262559169,21,100
Market-Adjusted Model,21539,2023-10-09,-0.125285735,-0.090909792,-0.099678214,21,100
Market-Adjusted Model,21540,2023-10-09,2.7741933815,3.8670129064,2.799800902,21,100
Market-Adjusted Model,21541,2023-10-09,-0.207459183,-0.187179214,-0.181851662,21,100
Market-Adjusted Model,21542,2023-10-09,-0.31988189,-0.33756707,-0.29427437,21,100
Market-Adjusted Model,21543,2023-10-09,-0.558333321,-0.705070342,-0.532725801,21,100
Market-Adjusted Model,21546,2023-10-09,-0.272171208,-0.216852512,-0.246563688,21,100
Market-Adjusted Model,21547,2023-10-09,-0.008403457,0.0265186464,0.0172040638,21,100
Market-Adjusted Model,21551,2023-10-09,-0.271186454,-0.268076254,-0.245578933,21,100
Market-Adjusted Model,21552,2023-10-09,-0.282828315,-0.28005621,-0.257220794,21,100
Market-Adjusted Model,21553,2023-10-09,0.1105262638,0.1604896984,0.1361337843,21,100
Market-Adjusted Model,21554,2023-10-09,0.0102040706,0.0375160902,0.0358115911,21,100
Market-Adjusted Model,21555,2023-10-09,-0.052578408,-0.027858296,-0.026970888,21,100
Market-Adjusted Model,21556,2023-10-09,-0.215246647,-0.184234366,-0.189639127,21,100
Market-Adjusted Model,21559,2023-10-09,0.1144694357,0.1391580312,0.1400769562,21,100
Market-Adjusted Model,21560,2023-10-09,-0.322580655,-0.354533112,-0.296973135,21,100
Market-Adjusted Model,21562,2023-10-09,-0.272878813,-0.261212641,-0.247271293,21,100
Market-Adjusted Model,21563,2023-10-09,-0.30833338,-0.325914751,-0.28272586,21,100
Market-Adjusted Model,21564,2023-10-09,-0.026112231,0.0041650439,-0.00050471,21,100
Market-Adjusted Model,21567,2023-10-09,-0.01286446,0.0170973089,0.0127430601,21,100
Market-Adjusted Model,21569,2023-10-09,-0.185164832,-0.167811897,-0.159557312,21,100
Market-Adjusted Model,21570,2023-10-09,-0.148148177,-0.120740352,-0.122540657,21,100
Market-Adjusted Model,21571,2023-10-09,-0.12248405,-0.095809521,-0.09687653,21,100
Market-Adjusted Model,21572,2023-10-09,-0.144893567,-0.11951603,-0.119286046,21,100
Market-Adjusted Model,21573,2023-10-09,-0.048723212,-0.022594496,-0.023115692,21,100
Market-Adjusted Model,21575,2023-10-09,-0.025000076,0.0342889042,0.0006074445,21,100
Market-Adjusted Model,21576,2023-10-09,-0.049668908,-0.019978543,-0.024061388,21,100
Market-Adjusted Model,21577,2023-10-09,-0.099999992,-0.037432764,-0.074392471,21,100
Market-Adjusted Model,21578,2023-10-09,-0.075471702,-0.038079314,-0.049864181,21,100
Market-Adjusted Model,21580,2023-10-09,-0.191506862,-0.156210549,-0.165899342,21,100
Market-Adjusted Model,21583,2023-10-09,-0.018875047,0.0079992542,0.006732473,21,100
Market-Adjusted Model,21584,2023-10-09,-0.056149742,-0.026235413,-0.030542221,21,100
Market-Adjusted Model,21586,2023-10-09,0.0549999446,0.1575307546,0.0806074651,21,100
Market-Adjusted Model,21587,2023-10-09,-0.043352627,-0.011260234,-0.017745106,21,100
Market-Adjusted Model,21588,2023-10-09,-0.150574842,-0.126591753,-0.124967322,21,100
Market-Adjusted Model,21589,2023-10-09,-0.241521916,-0.218634205,-0.215914396,21,100
Market-Adjusted Model,21591,2023-10-09,-0.054341564,-0.03130112,-0.030774789,20,100
Market-Adjusted Model,21592,2023-10-09,0.0804877917,0.111157293,0.1060953122,21,100
Market-Adjusted Model,21593,2023-10-09,-0.044364556,-0.008574335,-0.018757036,21,100
Market-Adjusted Model,21594,2023-10-09,-0.00860044,0.0197564727,0.0170070801,21,100
Market-Adjusted Model,21595,2023-10-09,-0.147146552,-0.127237807,-0.121539031,21,100
Market-Adjusted Model,21596,2023-10-09,-0.050936351,-0.024984244,-0.025328831,21,100
Market-Adjusted Model,21597,2023-10-09,0.0070486468,0.0339726921,0.0326561672,21,100
Market-Adjusted Model,21598,2023-10-09,-0.21914889,-0.216892448,-0.193541369,21,100
Market-Adjusted Model,21599,2023-10-09,-0.008888887,0.0450816816,0.0167186335,21,100
Market-Adjusted Model,21600,2023-10-09,0.0619589355,0.0906620202,0.0875664559,21,100
Market-Adjusted Model,21601,2023-10-09,-0.132420143,-0.108008481,-0.106812622,21,100
Market-Adjusted Model,21604,2023-10-09,-0.170068019,-0.13320061,-0.144460499,21,100
Market-Adjusted Model,21605,2023-10-09,-0.089028656,-0.066586662,-0.063421136,21,100
Market-Adjusted Model,21606,2023-10-09,-0.275862104,-0.283876604,-0.250254583,21,100
Market-Adjusted Model,21607,2023-10-09,0.0383397903,0.0675914335,0.0639473107,21,100
Market-Adjusted Model,21608,2023-10-09,-0.109248052,-0.085334793,-0.083640532,21,100
Market-Adjusted Model,21609,2023-10-09,0.0995342952,0.1398346386,0.1251418156,21,100
Market-Adjusted Model,21612,2023-10-09,-0.06328528,-0.033439693,-0.03767776,21,100
Market-Adjusted Model,21613,2023-10-09,-0.039397466,-0.011067359,-0.013789946,21,100
Market-Adjusted Model,21614,2023-10-09,0.0425100266,0.0820045871,0.0681175471,21,100
Market-Adjusted Model,21616,2023-10-09,-0.02926883,-0.002890582,-0.003661309,21,100
Market-Adjusted Model,21617,2023-10-09,-0.078697411,-0.052594687,-0.053089891,21,100
Market-Adjusted Model,21619,2023-10-09,-0.002898617,0.0223092123,0.0227089033,21,100
Market-Adjusted Model,21620,2023-10-09,-0.006226689,0.0200007506,0.0193808315,21,100
Market-Adjusted Model,21621,2023-10-09,-0.015109945,0.0101001568,0.0104975756,21,100
Market-Adjusted Model,21622,2023-10-09,-0.035446658,-0.010574698,-0.009839138,21,100
Market-Adjusted Model,21623,2023-10-09,-0.051746158,-0.025317773,-0.026138637,21,100
Market-Adjusted Model,21624,2023-10-09,0.0341880995,0.0977450153,0.05979562,21,100
Market-Adjusted Model,21625,2023-10-09,-0.446311873,-0.473013446,-0.420704353,21,100
Market-Adjusted Model,21626,2023-10-09,-0.24115941,-0.235772895,-0.21555189,21,100
Market-Adjusted Model,21628,2023-10-09,0.0085308198,0.034341077,0.0341383403,21,100
Market-Adjusted Model,21631,2023-10-09,-0.044867637,-0.020013497,-0.019260116,21,100
Market-Adjusted Model,21633,2023-10-09,-0.009412434,0.0161052133,0.0161950861,21,100
Market-Adjusted Model,21635,2023-10-09,0.0038230308,0.0290144096,0.0294305513,21,100
Market-Adjusted Model,21636,2023-10-09,0.0045824926,0.0297646904,0.030190013,21,100
Market-Adjusted Model,21639,2023-10-09,0.0036477172,0.0288320014,0.0292552377,21,100
Market-Adjusted Model,21640,2023-10-09,-0.017326165,0.0086825197,0.0082813551,21,100
Market-Adjusted Model,21642,2023-10-09,-0.011718732,0.013571125,0.0138887885,21,100
Market-Adjusted Model,21643,2023-10-09,-0.100794275,-0.079508472,-0.075186754,21,100
Market-Adjusted Model,21644,2023-10-09,-0.686192479,-0.931969661,-0.660584959,21,100
Market-Adjusted Model,21647,2023-10-09,-0.042112294,-0.017275631,-0.016504774,21,100
Market-Adjusted Model,21648,2023-10-09,0.0015798125,0.0294274492,0.027187333,21,100
Market-Adjusted Model,21649,2023-10-09,-0.023384541,0.0023032997,0.0022229793,21,100
Market-Adjusted Model,21650,2023-10-09,-0.021256285,0.0043682068,0.0043512356,21,100
Market-Adjusted Model,21651,2023-10-09,-0.000179798,0.0250360056,0.0254277229,21,100
Market-Adjusted Model,21652,2023-10-09,-0.003623527,0.0225726793,0.0219839938,21,100
Market-Adjusted Model,21655,2023-10-09,-0.017120953,0.0082452938,0.008486567,21,100
Market-Adjusted Model,21656,2023-10-09,-0.019178497,0.0059949913,0.0064290236,21,100
Market-Adjusted Model,21657,2023-10-09,-0.01214207,-0.022492519,-0.022620276,12,100
Market-Adjusted Model,21659,2023-10-09,-0.061579027,-0.035242705,-0.035971507,21,100
Market-Adjusted Model,21660,2023-10-09,-0.03064845,-0.005367164,-0.005040929,21,100
Market-Adjusted Model,21663,2023-10-09,0.1490015061,0.1785370524,0.1746090265,21,100
Market-Adjusted Model,21664,2023-10-09,-0.045513838,0.0018705959,-0.019906318,21,100
Market-Adjusted Model,21665,2023-10-09,-0.005780387,0.0200210929,0.0198271331,21,100
Market-Adjusted Model,21666,2023-10-09,-0.023868044,0.0015101158,0.0017394761,21,100
Market-Adjusted Model,21667,2023-10-09,-0.023145708,0.0023800798,0.0024618124,21,100
Market-Adjusted Model,21668,2023-10-09,-0.01589525,0.0096093511,0.0097122702,21,100
Market-Adjusted Model,21669,2023-10-09,-0.014304705,0.0110674989,0.0113028152,21,100
Market-Adjusted Model,21670,2023-10-09,-0.014480026,0.0108506203,0.0111274949,21,100
Market-Adjusted Model,21674,2023-10-09,-0.0307607,-0.005067056,-0.005153179,21,100
Market-Adjusted Model,21676,2023-10-09,-0.083044993,-0.028517539,-0.057437472,21,100
Market-Adjusted Model,21677,2023-10-09,-0.034812403,-0.009794867,-0.009204882,21,100
Market-Adjusted Model,21678,2023-10-09,-0.018107555,0.0073850374,0.0074999651,21,100
Market-Adjusted Model,21679,2023-10-09,-0.132036705,-0.111670683,-0.106429185,21,100
Market-Adjusted Model,21681,2023-10-09,-0.044069739,-0.018930034,-0.018462219,21,100
Market-Adjusted Model,21682,2023-10-09,-0.040310492,-0.015010533,-0.014702971,21,100
Market-Adjusted Model,21683,2023-10-09,0.7656250146,0.6766881235,0.7912325351,21,100
Market-Adjusted Model,21684,2023-10-09,-0.083056481,-0.044248009,-0.057448961,21,100
Market-Adjusted Model,21685,2023-10-09,-0.132836767,-0.108532414,-0.107229247,21,100
Market-Adjusted Model,21686,2023-10-09,-0.217948671,-0.209340508,-0.192341151,21,100
Market-Adjusted Model,21690,2023-10-09,-0.047495703,-0.021115202,-0.021888182,21,100
Market-Adjusted Model,21691,2023-10-09,0.0563380767,0.0865481615,0.0819455971,21,100
Market-Adjusted Model,21692,2023-10-09,-0.317025459,-0.335808764,-0.291417939,21,100
Market-Adjusted Model,21693,2023-10-09,-0.146118738,-0.123533878,-0.120511218,21,100
Market-Adjusted Model,21694,2023-10-09,0.1669111936,0.1885071181,0.192518714,21,100
Market-Adjusted Model,21695,2023-10-09,-0.256179754,-0.255424115,-0.230572234,21,100
Market-Adjusted Model,21698,2023-10-09,-0.680851408,-0.930899414,-0.655243888,21,100
Market-Adjusted Model,21701,2023-10-09,-0.143266524,-0.124287764,-0.117659003,21,100
Market-Adjusted Model,21702,2023-10-09,0.0340256525,0.071839836,0.059633173,21,100
Market-Adjusted Model,21703,2023-10-09,-0.096428512,-0.073376435,-0.070820992,21,100
Market-Adjusted Model,21705,2023-10-09,-0.219298245,-0.192480834,-0.193690724,21,100
Market-Adjusted Model,21707,2023-10-09,-0.251473511,-0.254149949,-0.22586599,21,100
Market-Adjusted Model,21708,2023-10-09,-0.037629404,-0.012372247,-0.012021883,21,100
Market-Adjusted Model,21712,2023-10-09,-0.290498927,-0.306780079,-0.264891407,21,100
Market-Adjusted Model,21713,2023-10-09,0.0101111625,0.0372616597,0.035718683,21,100
Market-Adjusted Model,21716,2023-10-09,0.0324826021,0.0590046425,0.0580901226,21,100
Market-Adjusted Model,21720,2023-10-09,-0.587903253,-0.775100022,-0.562295733,21,100
Market-Adjusted Model,21721,2023-10-09,-0.12682927,-0.092423772,-0.101221749,21,100
Market-Adjusted Model,21722,2023-10-09,-0.07692301,-0.047807769,-0.051315489,21,100
Market-Adjusted Model,21723,2023-10-09,-0.054639148,-0.026300933,-0.029031628,21,100
Market-Adjusted Model,21724,2023-10-09,0.0468227752,0.0888327354,0.0724302957,21,100
Market-Adjusted Model,21727,2023-10-09,-0.188405832,-0.176135312,-0.162798312,21,100
Market-Adjusted Model,21728,2023-10-09,-0.023757894,0.0015269407,0.001849626,21,100
Market-Adjusted Model,21729,2023-10-09,-0.276029071,-0.281473075,-0.250421551,21,100
Market-Adjusted Model,21730,2023-10-09,-0.130137021,-0.101858223,-0.104529501,21,100
Market-Adjusted Model,21732,2023-10-09,-0.259452441,-0.254779014,-0.233844921,21,100
Market-Adjusted Model,21735,2023-10-09,-0.243902444,-0.229904723,-0.218294923,21,100
Market-Adjusted Model,21736,2023-10-09,-0.259959337,-0.146589949,-0.234351816,21,100
Market-Adjusted Model,21737,2023-10-09,-0.058139546,-0.026073535,-0.032532025,21,100
Market-Adjusted Model,21738,2023-10-09,-0.085009084,-0.061632606,-0.059401564,21,100
Market-Adjusted Model,21740,2023-10-09,-0.0037037,0.021565169,0.0219038209,21,100
Market-Adjusted Model,21742,2023-10-09,-0.04714596,-0.02146632,-0.02153844,21,100
Market-Adjusted Model,21743,2023-10-09,-0.367931076,-0.382414268,-0.342323555,21,100
Market-Adjusted Model,21744,2023-10-09,-0.142212162,-0.104732746,-0.116604641,21,100
Market-Adjusted Model,21745,2023-10-09,-0.02893888,0.0359682234,-0.00333136,21,100
Market-Adjusted Model,21746,2023-10-09,-0.049041296,-0.024235717,-0.023433776,21,100
Market-Adjusted Model,21747,2023-10-09,0.1532461633,0.2360208744,0.1788536838,21,100
Market-Adjusted Model,21748,2023-10-09,-0.154109589,-0.130948266,-0.128502068,21,100
Market-Adjusted Model,21749,2023-10-09,-0.097804436,-0.073919634,-0.072196916,21,100
Market-Adjusted Model,21750,2023-10-09,-0.525477714,-0.614227638,-0.499870194,21,100
Market-Adjusted Model,21752,2023-10-09,-0.00045107,0.0247702429,0.0251564504,21,100
Market-Adjusted Model,21753,2023-10-09,-0.061767004,-0.033950747,-0.036159484,21,100
Market-Adjusted Model,21754,2023-10-09,-0.215454581,-0.196387276,-0.189847061,21,100
Market-Adjusted Model,21756,2023-10-09,-0.294964008,-0.27817831,-0.269356488,21,100
Market-Adjusted Model,21757,2023-10-09,-0.387530885,-0.438315081,-0.361923365,21,100
Market-Adjusted Model,21758,2023-10-09,0.1634747186,0.198639422,0.1890822391,21,100
Market-Adjusted Model,21759,2023-10-09,-0.283950638,-0.224738575,-0.258343117,21,100
Market-Adjusted Model,21760,2023-10-09,-0.538704749,1.3848335045,-0.513097228,21,100
Market-Adjusted Model,21761,2023-10-09,-0.114035084,-0.082853312,-0.088427564,21,100
Market-Adjusted Model,21762,2023-10-09,-0.117322559,-0.09378061,-0.091715039,21,100
Market-Adjusted Model,21763,2023-10-09,6.1518524E-9,0.0550466837,0.0256075266,21,100
Market-Adjusted Model,21764,2023-10-09,0.1409836257,0.1846137771,0.1665911461,21,100
Market-Adjusted Model,21767,2023-10-09,-0.116666688,-0.091608389,-0.091059167,21,100
Market-Adjusted Model,21770,2023-10-09,0.0357143215,0.0723381732,0.061321842,21,100
Market-Adjusted Model,21771,2023-10-09,0.277310854,0.2976707686,0.3029183744,21,100
Market-Adjusted Model,21773,2023-10-09,-0.051183532,-0.026702497,-0.025576011,21,100
Market-Adjusted Model,21774,2023-10-09,-0.018259936,0.0100070713,0.0073475844,21,100
Market-Adjusted Model,21775,2023-10-09,-0.01093825,0.0154237784,0.0146692702,21,100
Market-Adjusted Model,21776,2023-10-09,-0.045013618,-0.018532839,-0.019406098,21,100
Market-Adjusted Model,21778,2023-10-09,0.1584904994,0.2056412637,0.1840980198,21,100
Market-Adjusted Model,21779,2023-10-09,-0.300353333,-0.300789974,-0.274745812,21,100
Market-Adjusted Model,21780,2023-10-09,0.2283373622,0.3103057244,0.2539448827,21,100
Market-Adjusted Model,21781,2023-10-09,-0.037313484,-0.008640775,-0.011705964,21,100
Market-Adjusted Model,21782,2023-10-09,-0.138157921,-0.11724785,-0.112550401,21,100
Market-Adjusted Model,21783,2023-10-09,-0.076086949,-0.034923322,-0.050479429,21,100
Market-Adjusted Model,21786,2023-10-09,-0.668896562,-0.906863518,-0.643289041,21,100
Market-Adjusted Model,21787,2023-10-09,-0.004897986,0.0449052137,0.0207095347,21,100
Market-Adjusted Model,21788,2023-10-09,0.2135922752,0.2487697197,0.2391997956,21,100
Market-Adjusted Model,21790,2023-10-09,-0.049079777,-0.016317207,-0.023472256,21,100
Market-Adjusted Model,21791,2023-10-09,-0.152066124,-0.086541011,-0.126458603,21,100
Market-Adjusted Model,21792,2023-10-09,-0.053003532,-0.026761197,-0.027396012,21,100
Market-Adjusted Model,21794,2023-10-09,-0.260086203,-0.188280895,-0.234478683,21,100
Market-Adjusted Model,21795,2023-10-09,0.0019455699,0.0271471034,0.0275530903,21,100
Market-Adjusted Model,21796,2023-10-09,-0.081818217,-0.058950858,-0.056210696,21,100
Market-Adjusted Model,21797,2023-10-09,0.0033875337,0.0285738371,0.0289950541,21,100
Market-Adjusted Model,21799,2023-10-09,-0.122727314,-0.063173253,-0.097119794,21,100
Market-Adjusted Model,21800,2023-10-09,-0.042559782,-0.01716433,-0.016952262,21,100
Market-Adjusted Model,21801,2023-10-09,-0.020662542,0.004719242,0.0049449787,21,100
Market-Adjusted Model,21802,2023-10-09,-0.023700488,0.0016193846,0.0019070323,21,100
Market-Adjusted Model,21803,2023-10-09,-0.015606261,0.0096926761,0.0100012594,21,100
Market-Adjusted Model,21808,2023-10-09,-0.030762539,-0.005555052,-0.005155019,21,100
Market-Adjusted Model,21809,2023-10-09,-0.674603162,-0.905677496,-0.648995641,21,100
Market-Adjusted Model,21811,2023-10-09,-0.053496271,-0.027743994,-0.027888751,21,100
Market-Adjusted Model,21812,2023-10-09,-0.037060094,-0.012048074,-0.011452574,21,100
Market-Adjusted Model,21814,2023-10-09,-0.049089749,-0.023818154,-0.023482229,21,100
Market-Adjusted Model,21815,2023-10-09,-0.007132842,0.0192120297,0.0184746785,21,100
Market-Adjusted Model,21816,2023-10-09,-0.051005045,-0.026325321,-0.025397524,21,100
Market-Adjusted Model,21817,2023-10-09,-0.033778413,-0.007967394,-0.008170893,21,100
Market-Adjusted Model,21818,2023-10-09,-0.115507307,-0.094245594,-0.089899787,21,100
Market-Adjusted Model,21819,2023-10-09,-0.027004904,-0.001595256,-0.001397383,21,100
Market-Adjusted Model,21823,2023-10-09,-0.235114484,-0.216845768,-0.209506964,21,100
Market-Adjusted Model,21825,2023-10-09,-0.076079962,-0.04534859,-0.050472442,21,100
Market-Adjusted Model,21827,2023-10-09,-0.176282046,-0.163643702,-0.150674526,21,100
Market-Adjusted Model,21828,2023-10-09,0.1928409346,0.2415825823,0.2184484551,21,100
Market-Adjusted Model,21829,2023-10-09,-0.168181816,-0.150761758,-0.142574296,21,100
Market-Adjusted Model,21830,2023-10-09,-0.036036004,0.0068516331,-0.010428483,21,100
Market-Adjusted Model,21831,2023-10-09,-0.102739736,-0.075778324,-0.077132216,21,100
Market-Adjusted Model,21832,2023-10-09,-0.03664918,-0.004915263,-0.01104166,21,100
Market-Adjusted Model,21833,2023-10-09,0.0144144004,0.0395625687,0.0400219209,21,100
Market-Adjusted Model,21834,2023-10-09,-0.075268807,-0.050169583,-0.049661287,21,100
Market-Adjusted Model,21835,2023-10-09,-0.321428557,-0.336939443,-0.295821037,21,100
Market-Adjusted Model,21836,2023-10-09,-0.258901145,-0.226632264,-0.233293624,21,100
Market-Adjusted Model,21837,2023-10-09,-0.382779917,-0.439878076,-0.357172397,21,100
Market-Adjusted Model,21838,2023-10-09,-0.053853179,-0.018279042,-0.028245659,21,100
Market-Adjusted Model,21841,2023-10-09,-0.410138284,-0.483352884,-0.384530764,21,100
Market-Adjusted Model,21842,2023-10-09,-0.03026516,-0.0021485,-0.004657639,21,100
Market-Adjusted Model,21843,2023-10-09,-0.090747371,-0.062477891,-0.065139851,21,100
Market-Adjusted Model,21844,2023-10-09,-0.005405401,0.0488491282,0.0202021199,21,100
Market-Adjusted Model,21845,2023-10-09,-0.000477794,0.0247128902,0.0251297264,21,100
Market-Adjusted Model,21847,2023-10-09,-0.101214577,-0.04642407,-0.075607057,21,81
Market-Adjusted Model,21853,2023-10-09,0.4256923162,0.5313813026,0.4512998366,21,100
Market-Adjusted Model,21854,2023-10-09,0.015158277,0.0410167621,0.0407657975,21,100
Market-Adjusted Model,21859,2023-10-09,0.0009384583,0.0261649873,0.0265459788,21,100
Market-Adjusted Model,21860,2023-10-09,-0.157014014,-0.130571304,-0.131406494,21,100
Market-Adjusted Model,21861,2023-10-09,-0.083428815,-0.053567126,-0.057821294,21,100
Market-Adjusted Model,21862,2023-10-09,-0.276682962,-0.278944661,-0.274941329,18,100
Market-Adjusted Model,21863,2023-10-09,-0.175879411,-0.157593557,-0.150271891,21,100
Market-Adjusted Model,21866,2023-10-09,0.0404623967,0.0752231994,0.0660699172,21,100
Market-Adjusted Model,21867,2023-10-09,-0.13362067,-0.106405709,-0.10801315,21,100
Market-Adjusted Model,21868,2023-10-09,-0.006267322,0.0192668262,0.0193401983,21,100
Market-Adjusted Model,21869,2023-10-09,-0.014220391,0.0112296405,0.0113871299,21,100
Market-Adjusted Model,21870,2023-10-09,-0.006031075,0.0199460745,0.0195764458,21,100
Market-Adjusted Model,21874,2023-10-09,-0.041884862,-0.001549382,-0.016277342,21,100
Market-Adjusted Model,21875,2023-10-09,-0.16541355,-0.120723938,-0.13980603,21,100
Market-Adjusted Model,21876,2023-10-09,-0.612587413,-0.811130246,-0.586979893,21,100
Market-Adjusted Model,21878,2023-10-09,-0.021581989,0.0077436838,0.0040255313,21,100
Market-Adjusted Model,21879,2023-10-09,-0.229166636,-0.154530981,-0.203559116,21,100
Market-Adjusted Model,21882,2023-10-09,-0.014435693,0.0113087016,0.0111718274,21,100
Market-Adjusted Model,21883,2023-10-09,-6.14775E-12,0.0251959352,0.0256075204,21,100
Market-Adjusted Model,21884,2023-10-09,-0.00044916,0.025189251,0.0251583602,21,100
Market-Adjusted Model,21885,2023-10-09,-0.266634319,-0.204616267,-0.253815282,8,100
Market-Adjusted Model,21886,2023-10-09,-0.486381295,-0.617810666,-0.460773774,21,100
Market-Adjusted Model,21887,2023-10-09,-0.231249995,-0.199441453,-0.205642474,21,100
Market-Adjusted Model,21889,2023-10-09,0.2872340695,0.3439091729,0.31284159,21,100
Market-Adjusted Model,21890,2023-10-09,0.0316589283,0.0600486066,0.0572664487,21,100
Market-Adjusted Model,21891,2023-10-09,-0.198986018,-0.179428938,-0.173378498,21,100
Market-Adjusted Model,21892,2023-10-09,-0.160359862,-0.133009419,-0.134752342,21,100
Market-Adjusted Model,21893,2023-10-09,-0.096153818,-0.069209684,-0.070546297,21,100
Market-Adjusted Model,21895,2023-10-09,-0.056243458,-0.026165119,-0.030635938,21,100
Market-Adjusted Model,21896,2023-10-09,-0.076303065,-0.046690364,-0.050695545,21,100
Market-Adjusted Model,21897,2023-10-09,-0.0733737,-0.043004804,-0.047766179,21,100
Market-Adjusted Model,21898,2023-10-09,-0.028469725,-0.000316234,-0.002862205,21,100
Market-Adjusted Model,21903,2023-10-09,-0.007546102,0.0216038232,0.0180614183,21,100
Market-Adjusted Model,21904,2023-10-09,-0.145120919,-0.124717618,-0.119513399,21,100
Market-Adjusted Model,21905,2023-10-09,0.1214574838,0.1471208976,0.1470650043,21,100
Market-Adjusted Model,21906,2023-10-09,-0.0217234,0.0048290082,0.0038841208,21,100
Market-Adjusted Model,21907,2023-10-09,-0.059880271,-0.02927171,-0.034272751,21,100
Market-Adjusted Model,21908,2023-10-09,-0.641728118,-0.8977885,-0.616120598,21,100
Market-Adjusted Model,21909,2023-10-09,-0.29697986,-0.286721655,-0.27137234,21,100
Market-Adjusted Model,21910,2023-10-09,0.0043076743,0.0296088413,0.0299151948,21,100
Market-Adjusted Model,21911,2023-10-09,0.0061522601,0.0313766941,0.0317597805,21,100
Market-Adjusted Model,21912,2023-10-09,0.0480770071,0.0996388258,0.0736845276,21,100
Market-Adjusted Model,21913,2023-10-09,-0.22823839,-0.196025393,-0.20263087,21,100
Market-Adjusted Model,21914,2023-10-09,0.0160919725,0.0524490348,0.0416994929,21,100
Market-Adjusted Model,21916,2023-10-09,0.0397112372,0.0804000777,0.0653187577,21,100
Market-Adjusted Model,21917,2023-10-09,-0.027644603,-0.002477268,-0.002037082,21,100
Market-Adjusted Model,21918,2023-10-09,-0.022826639,0.002341047,0.002780881,21,100
Market-Adjusted Model,21919,2023-10-09,-0.022943516,0.0021613525,0.0026640042,21,100
Market-Adjusted Model,21920,2023-10-09,-0.005376343,0.0294973941,0.0202311775,21,100
